mof,1s,2s,3s,4s,5s,6s,7s,2p,3p,4p,5p,6p,3d,4d,5d,6d,4f,5f,metal,linker1smi,oxidation_state,temperature,time
SOGWIV_charged,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)C(=O)O,2,165,168
COPXOV_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,C(=Cc1ccncc1)c1ccncc1,2,120,72
IYOQIY_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1cc(C(=O)O)cc(-c2nnn[nH]2)c1,2,120,72
NUCPEI_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1cc(C(=O)O)cc(-c2ccc(C(=O)O)c(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1,2,105,72
GAWLIB_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,0,0,9,0,Tb,O=C(O)c1ccc(C(c2ccc(C(=O)O)c(C(=O)O)c2)(C(F)(F)F)C(F)(F)F)cc1C(=O)O,3,150,72
QUPDEL01_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,1,0,0,0,Gd,O=C(O)C=CC(=O)O,3,140,48
QAKFIU_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1cc(C(=O)O)cc(N2C=CC(c3ccncc3)C=C2)c1,2,80,36
KUQWIE_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)C1CCN(CP(=O)(O)O)CC1,2,160,96
TAGVAB_clean,2,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Mg,O=C(O)c1ccc(C(=O)O)cc1,2,120,120
SEFSOM_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1cc(C(=O)O)cc(S(=O)(=O)O)c1,2,140,72
TIKMEH_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,c1cc(-c2ccncc2)ccn1,2,160,72
ZIQJEQ_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,c1ncn(Cc2ccc(Cn3cncn3)cc2)n1,2,140,120
LIKDOA_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)C1=CC2=CC(C(=O)O)C=C3C=C(C(=O)O)CC(=C1)C23,2,65,48
ZIKJOU_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc(CN(Cc2ccc(C(=O)O)cc2)c2cc(C(=O)O)cc(C(=O)O)c2)cc1,2,75,30
COVYIX_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cccc(C(=O)O)c1,2,160,96
ADATIK_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cc(NC(=O)c2ccc(-c3nnn[nH]3)cc2)cc(C(=O)O)c1,2,85,12
QOKCID_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,C=C(C)OCc1cccc(COc2cc(C(=O)O)cc(C(=O)O)c2)c1,2,160,144
NAGQOD_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,c1ccc(-c2nc(-c3ccncc3)n[nH]2)nc1,2,130,24
MITGIF_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,1,0,0,0,0,Y,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,3,170,36
LEVDIB_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cc(C(=O)O)cc(-c2cc(O)c(-c3c(O)cc(-c4cc(C(=O)O)cc(C(=O)O)c4)c4cc(Cl)ccc34)c3ccc(Cl)cc23)c1,2,90,48
TETZEZ_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(Nc1ccncc1)c1ccc(C(=O)Nc2ccncc2)cc1,2,120,72
VETMIS_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc2cc(N(c3ccc(-c4cc(-c5ccc(N(c6ccc7cc(C(=O)O)ccc7c6)c6ccc7cc(C(=O)O)ccc7c6)cc5)cc(-c5ccc(N(c6ccc7cc(C(=O)O)ccc7c6)c6ccc7cc(C(=O)O)ccc7c6)cc5)c4)cc3)c3ccc4cc(C(=O)O)ccc4c3)ccc2c1,1,85,72
VIVLAP_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,0,0,9,0,Tb,O=C(O)CCn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,3,110,72
SUKYIH_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc(C(c2ccc(C(=O)O)cc2)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1,2,80,24
LOMMIL_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,1,0,0,0,0,Y,O=C(O)c1ccc(C(=O)O)o1,3,130,72
HUCFAO_clean,2,2,2,2,0,0,0,6,6,0,0,0,5,0,0,0,0,0,Mn,O=C(O)CCn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,2,80,72
ANIDIL_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,c1cc(CCCc2ccncc2)ccn1,2,160,48
ODEZAB_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,COc1ccc2c(-c3cc(C(=O)O)cc(C(=O)O)c3)c(OC)ccc2c1-c1cc(C(=O)O)cc(C(=O)O)c1,2,80,72
LABJUV_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,c1cc(-c2cc(-c3ccncc3)c(-c3ccncc3)cc2-c2ccncc2)ccn1,1,175,72
GURTIX_charged,2,2,2,2,2,0,0,6,6,6,1,0,10,10,0,0,0,0,In,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,3,170,72
HUYXUV_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,c1cn(-c2ccc(-c3ccc(-n4ccnc4)cc3)cc2)cn1,2,140,96
QAGQEW_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1cc2c(s1)c1cc(C(=O)O)sc1c1cc(C(=O)O)sc21,2,100,72
TILHAZ_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)CCCCC(=O)O,2,100,24
XUDYOM_clean,2,2,2,2,2,0,0,6,6,6,1,0,10,10,0,0,0,0,In,O=C(O)C(=O)O,3,130,48
XAXQEU_SL,2,2,2,2,2,0,0,6,6,6,1,0,10,10,0,0,0,0,In,O=C(O)C1CCC(C(=O)O)CC1,3,160,72
ALIXOJ_clean,2,2,2,2,0,0,0,6,6,0,0,0,8,0,0,0,0,0,Ni,O=C(O)c1cc(Cc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,2,105,72
OQETEK_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,1,0,0,0,0,Y,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1,3,80,48
ACAKUM_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,1,0,0,0,La,O=C(O)c1cc(C(=O)O)cc(-c2cn(-c3cc(C(=O)O)cc(C(=O)O)c3)nn2)c1,3,95,72
QUHMOX_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,1,0,0,0,Gd,O=S(=O)(O)O,3,140,48
YIJYUN_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)C1CC(C(=O)O)C(C(=O)O)C1C(=O)O,2,105,60
MUVROM_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,2,160,72
REYCEF_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,C=C(C)OCc1ccc(COc2cc(C(=O)O)cc(C(=O)O)c2)cc1,2,120,24
RIDCEN_charged,2,2,2,2,2,0,0,6,6,6,1,0,10,10,0,0,0,0,In,O=C(O)c1cc(N=Nc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,3,85,12
TEJBAN_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,0,0,7,0,Eu,O=C(O)c1ccc(CN2C=CN(Cc3ccc(C(=O)O)cc3)C2)cc1,3,120,72
REDROI_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc(C(=O)O)cc1,2,80,24
LELROL_clean,2,2,2,2,0,0,0,6,6,0,0,0,5,0,0,0,0,0,Mn,c1cc(C23CC4(c5ccc(-c6nnn[nH]6)cc5)CC(c5ccc(-c6nnn[nH]6)cc5)(C2)CC(c2ccc(-c5nnn[nH]5)cc2)(C3)C4)ccc1-c1nn[nH]n1,2,70,192
KUKPOX_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc(-n2cnnc2)cc1,2,120,72
ADARAA_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1cc(C(=O)O)cc(-c2c3ccc(n3)c(-c3ccccc3)c3ccc([nH]3)c(-c3cc(C(=O)O)cc(C(=O)O)c3)c3ccc(n3)c(-c3ccccc3)c3ccc2[nH]3)c1,2,85,48
PUZLAZ_clean,2,2,2,2,2,0,0,6,6,6,1,0,10,10,0,0,0,0,In,O=C(O)c1ccc(C(=O)O)s1,3,120,72
HAFSOZ_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1cc(C(=O)O)c(O)c(C(=O)O)c1,2,95,72
EVADIQ_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,0,0,10,0,Dy,O=C(O)c1ccc(-c2ccc(C(=O)O)cn2)nc1,3,120,96
DEJCIF_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccncc1C(=O)O,2,85,12
BOWNUY_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,c1c(-c2nn[nH]n2)cc(-c2nnn[nH]2)cc1-c1nnn[nH]1,2,85,48
UWUTIQ_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc(-c2ccncc2)cc1,2,90,24
GIQZIQ_clean,2,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Mg,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,2,110,24
HOXSUK_clean,2,2,2,2,0,0,0,6,6,0,0,0,8,0,0,0,0,0,Ni,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c3ccc4c(-c5ccc(C(=O)O)cc5)cc(-c5ccc(C(=O)O)cc5)c5ccc2c3c54)cc1,2,120,72
IZEFEZ_charged,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1cccc(NNc2cc3c(O)c(c2)Cc2cc(NNc4cccc(C(=O)O)c4)cc(c2O)Cc2cc(NNc4cccc(C(=O)O)c4)cc(c2O)Cc2cc(NNc4cccc(C(=O)O)c4)cc(c2O)C3)c1,2,90,24
BAZFUF01_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,2,80,24
HELDOT_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,2,120,168
GUVBOQ_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1c(O)cc(-c2cc(C3=CC(=O)C(C(=O)O)C(O)=C3)cc(-c3cc(O)c(C(=O)O)c(O)c3)c2)cc1O,2,140,12
BOPHIZ_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1cccc(-c2cc(C(=O)O)c(-c3cccc(C(=O)O)c3)cc2C(=O)O)c1,2,130,144
RUFZID_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,Cc1n[nH]c(C)n1,2,60,72
MICDEJ_clean,2,2,2,2,0,0,0,6,6,0,0,0,5,0,0,0,0,0,Mn,O=C(O)c1ccc(Oc2cc(Oc3ccc(C(=O)O)cc3)cc(C(=O)O)c2)cc1,2,95,72
KEWBUL_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,0,0,7,0,Eu,CC1(C)c2cc(C(=O)O)ccc2-c2ccc(C(=O)O)cc21,3,80,72
FURFIJ_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1ccc(C(=O)O)s1,2,120,72
COWXOC_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,c1cc(-c2nc(-c3ccncc3)c(-c3ccncc3)[nH]2)ccn1,2,140,75
YAVWUQ_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cc(C(=O)O)cc(-c2nnc(-c3cc(C(=O)O)cc(C(=O)O)c3)[nH]2)c1,2,70,96
USORUR_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc(Oc2cc(Oc3ccc(C(=O)O)cc3)cc(Oc3ccc(C(=O)O)cc3)c2)cc1,2,80,72
REYPIW_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1nn[nH]c1C(=O)O,2,180,72
REYMOZ_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,2,180,24
MOYYIJ_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc(-c2cccc(C(=O)O)c2)cc1,2,60,48
OBIBAF_clean,2,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Mg,Cc1c(COc2ccc(C(=O)O)cc2)c(C)c(COc2ccc(C(=O)O)cc2)c(C)c1COc1ccc(C(=O)O)cc1,2,120,120
NOBVOR_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1nn[nH]c1C(=O)O,2,120,72
EYACOX_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,0,0,7,0,Eu,O=C(O)c1cc(C#CC#Cc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,3,85,17
XUKNIC_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1,2,110,80
KIDDOS_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,C1N2CN3CN1CN(C2)C3,2,100,72
IKUTUF_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,0,0,10,0,Dy,N#Cc1cc(C(=O)O)cc(C(=O)O)c1,3,95,24
EPOTAF_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc(OCC(COc2ccc(C(=O)O)cc2)(COc2ccc(C(=O)O)cc2)COc2ccc(C(=O)O)cc2)cc1,2,80,24
KIYMIP_clean,2,2,2,2,0,0,0,6,6,0,0,0,8,0,0,0,0,0,Ni,c1cc(-c2ccncc2)ccn1,2,140,40
DIVSUY_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,0,0,7,0,Eu,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1,3,80,48
NOQLOV01_charged,2,2,2,2,2,0,0,6,6,6,1,0,10,10,0,0,0,0,In,O=C(O)C(=O)O,3,120,72
WIJXEU_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc2c(c1)[nH]c1cc(C(=O)O)ccc12,2,120,48
TANMIH_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1ccc(Cn2cnc(C(=O)O)c2C(=O)O)cc1,2,80,24
INOVEN_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,1,0,0,0,Gd,O=C(O)c1ccc(NNc2cc(C(=O)O)cc(C(=O)O)c2)cc1,3,60,168
LEVNOQ_clean,2,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Mg,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,2,110,24
VOGPEO_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1,2,80,72
IKUTIT_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,0,0,10,0,Dy,Nc1cc(C(=O)O)c(N)cc1C(=O)O,3,95,24
BUSRUE_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,2,80,72
VOXQOQ_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,Cc1nnn[nH]1,2,100,80
PORVID_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,2,80,72
ZOFZUR_clean,2,2,2,2,0,0,0,6,6,0,0,0,5,0,0,0,0,0,Mn,O=C(O)c1ccc(CN(Cc2ccc(C(=O)O)cc2)c2cc(C(=O)O)cc(C(=O)O)c2)cc1,2,95,72
RIFGAQ_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,2,180,24
AJAMEF_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,c1cc(-c2cncc(-c3ccncc3)c2)ccn1,2,95,72
RULXOM_clean,2,2,2,2,0,0,0,6,6,0,0,0,6,0,0,0,0,0,Fe,O=C(O)c1ccc(-c2nc(-c3ccc(C(=O)O)cc3)nc(-c3ccc(C(=O)O)cc3)n2)cc1,2,135,72
XARPAK_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc(N2C=CN(c3ccc(C(=O)O)cc3)C2)cc1,2,120,20
LAZHUR_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,c1cc(OCC(COc2ccncc2)(COc2ccncc2)COc2ccncc2)ccn1,2,105,72
OYEBIE_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,c1cc(CCc2ccncc2)ccn1,2,120,72
XOVVEK_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,c1nnc[nH]1,2,160,72
CUKXAJ_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,2,100,72
WIRKOZ_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc(COc2ccc(OCc3ccc(C(=O)O)cc3)c3c2C2c4ccccc4C3c3ccccc32)cc1,2,110,72
DEGPEL_charged,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,c1nc[nH]n1,2,180,120
UTULUR_SL_part,2,2,2,2,2,0,0,6,6,6,1,0,10,10,0,0,0,0,In,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,3,210,24
QARTEK_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,2,130,72
OGUPIQ_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,Nc1cc(C(=O)O)cc(C(=O)O)c1,2,140,72
NEKMUN_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1cc(Oc2ccccc2C(=O)O)cc(C(=O)O)c1,2,180,72
MUZHUL_charged,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,2,110,48
HUTTIA_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,c1cc(CNNCc2ccncc2)ccn1,2,100,60
POKGEC_clean,2,2,2,2,0,0,0,6,6,0,0,0,8,0,0,0,0,0,Ni,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,2,180,72
BAZFUF_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,2,85,48
MALWUU_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,2,180,168
FIHRIZ_clean,2,2,2,2,0,0,0,6,6,0,0,0,8,0,0,0,0,0,Ni,O=C(O)c1ccc(C(=O)O)cc1,2,120,72
VEGMIE01_charged,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1ccc(C(=O)O)cc1,2,102,72
PAFMUH_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,Cc1cc(C(=O)O)cc(C(=O)O)c1,2,110,72
MAZSUD_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc(C(=O)O)cc1,2,120,120
UCOCUM_neutral,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,2,200,16
NEVJEF_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)CN(CC(=O)O)c1cc(C(=O)O)ccc1C(=O)O,2,120,96
VOGTIV_clean_h,2,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Mg,O=C(O)c1cc(O)c(C(=O)O)cc1O,2,110,72
OHIHET_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,c1cn(-c2ccc(-c3cc[nH]c3)cc2)cn1,2,100,72
MUVLUM_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1cc(S(=O)(=O)O)c2cc(C(=O)O)cc(S(=O)(=O)O)c2c1,2,100,48
FAHQIQ_clean,2,2,2,2,2,0,0,6,6,6,1,0,10,10,0,0,0,0,In,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,3,160,72
GOXMEN_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,O=C(O)c1cc(N2CNc3ccccc32)cc(-n2ccnc2)c1,2,180,24
PIGXAF_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)C(=O)O,2,170,168
LASWIN_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,c1cc(-c2ccncc2)ccn1,2,90,72
YOQYOT_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1ccc(C(=O)O)cc1,2,160,72
AROFET_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1ccc(OCC(COc2ccc(C(=O)O)cc2)(COc2ccc(C(=O)O)cc2)COc2ccc(C(=O)O)cc2)cc1,2,85,72
IZEBEV_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1ccc(COc2cc(C(=O)O)cc(C(=O)O)c2)cc1,2,160,60
FABGOG_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)C=Cc1cnc[nH]1,2,90,72
BOWZUK_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,c1cn(-c2ccc(N(c3ccc(-n4ccnc4)cc3)c3ccc(-n4ccnc4)cc3)cc2)cn1,2,100,12
LALFUB_clean,2,2,2,2,2,2,0,6,6,6,6,0,10,10,0,0,7,0,Eu,O=C(O)c1cnc(C(=O)O)cn1,3,150,24
LARZEL_SL_part,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,Cc1nc(C(=O)O)c(C(=O)O)[nH]1,2,150,96
AZAVUU_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1ccc(-c2c(-c3ccc(C(=O)O)cc3)c(-c3ccc(C(=O)O)cc3)c(-c3ccc(C(=O)O)cc3)c(-c3ccc(C(=O)O)cc3)c2-c2ccc(C(=O)O)cc2)cc1,2,180,24
GAWMAU_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)CN(CC(=O)O)c1nc(N(CC(=O)O)CC(=O)O)nc(N(CC(=O)O)CC(=O)O)n1,1,25,168
SUWQEI_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,c1cc(-c2ccncc2)ccn1,2,150,72
JUNBUR_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,2,130,48
WOSHET_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,c1cc(-c2nc(-c3ccncc3)n[nH]2)nc(-c2nnc(-c3ccncc3)[nH]2)c1,1,150,72
ADASEF_clean,2,2,2,1,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Cu,O=C(O)c1cc(C(=O)O)cc(-c2ccc(-c3nnn[nH]3)cc2)c1,2,75,40
LARPOL_charged,2,2,2,2,0,0,0,6,6,0,0,0,6,0,0,0,0,0,Fe,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,2,150,96
AQIXUV_clean,2,2,2,2,0,0,0,6,6,0,0,0,8,0,0,0,0,0,Ni,C(=Cc1ccncc1)c1ccncc1,2,80,72
XOPLUL_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1ccc(C(=O)O)o1,2,100,48
RUVBOB_clean,2,2,2,2,2,0,0,6,6,6,0,0,10,10,0,0,0,0,Cd,O=C(O)c1ccc(-n2cnnc2)cc1,2,120,72
FIHFAF_clean,2,2,2,2,0,0,0,6,6,0,0,0,7,0,0,0,0,0,Co,Nc1nc[nH]n1,2,150,60
WIJXIY_clean,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc2c(c1)[nH]c1cc(C(=O)O)ccc12,2,85,16
YOZQAG_charged,2,2,2,2,0,0,0,6,6,0,0,0,10,0,0,0,0,0,Zn,O=C(O)c1ccc2c(c1)S(=O)(=O)c1cc(C(=O)O)ccc1-2,2,95,24
